Review	Label
카카오계좌 즉시 출금이 되길 바랍니다	6
친절하고 신속하게 처리해 주셔서 감사했어요	1
5번 문항에 불편 사항이 없는대 왜 체크를 해야 하는지 모르겠네요	1
상담 연결이 빨 랐으면 좋겠어요[SEP]멘트도 길구요	2
친절하게 처리되었습니다	1
삼성카드를 오랫동안 써 왔는데 직원하고 카드문제로 전화하면 속사포로 말하고 감정적인 일처리로 인해 굉장히 불쾌감을 느낍니다	1
최선을 다하시고 몸 건강하세요	16
OOO 님 친절하게 상담해 주셔서 감사합니다	1
대기 시간 적 음	2
OOO 상담원님 친절하고 상세한 상담 감사합니다	1
보이는 ARS 서비스 되나요 다른 카드사는 바로 보여서 편리해요	9
없음 감사합니다	16
대기 시간이 짪 았음 좋겠어요	2
삼성복지 포탈 앱에서 취소 신청이 가능했으면 좋겠습니다	11
친절하게 상담해 주셔서 매우 만족했습니다	1
카드 연회비가 15000원 너무 큼 사정이 있어 1년 정도 전혀 쓰지 못했음에도 갹출해 간다는 건 무리 문자 때리고 멋대로 갹출해 감 아마도 카드를 만들도록 권유했던 카드사의 행동이라 보여 짐 매우 불편해 없앨까도 생각 중임	6
항상 친절하고 감사하다	1
전화 연결까지 기다리는 시간을 단축하는 방안을 강구해 주시면 겠다	2
상담원 입장으로만 상담하지 마시길	1
문자상담의 답변이 성의 없음 제대로 알아보고 답변해 주지 않으며 결국 전화하게 만듦	1
친절한 답변 감사합니다	1
상담 중 기다리게 했다는 이유로 말은 안하지만 고객에게 한심한 듯한 인상을 심어 줌 차라리 불평을 하지 말투하고는 도 데 체 이해가 안되는 상담원 이네요	1
앱으로 할 수 있는 기능이 많으나 부분 결제 라 던지 할부금 여러 개가 있을 경우 하나를 다 상환 할려면 앱으로 되지 않아 상담원 연결해야 하는데 그걸 모르고 앱으로 알아본 후 안된다고 상담원과 처리 햐야 가능하다고해서 답답했네[SEP]여 앱에서도 그런 복잡한 문의는 상담원 연결해서 해야 한다고 문구적 어 줬으면 좋겠습니다	9
또 박 또 박 친절하게 상담해 주셔서 감사합니다	1
없음 매우 만족	16
상담 직원의 불친절 대화 정말 실어요	1
너무 친절하시고 감사합니다	1
앱에서는 카드 관련 업무를 쉽게 찾지 못해서 부 득이 상담원을 찾는다 앱내에 검색 창을 만들어서 하고자 하는 쪽으로 연결되면 좋겠다	9
상담원 연결이 빠르면 좋겠읍니다[SEP]대기 시간 길어 유	2
감사합니다[SEP]수고하세요	16
친절하게 응대해 주셔서 감사 드려요	1
친절한 응대 감사합니다	1
삼성카드 쓰기가 불편해 췻 하려고 함	15
신속 친절하게 처리해 주셨습니다	1
항상 친절하시고 빠른 처리 감사합니다	1
정확한 안내와 신속한 처리 부족합니다[SEP]직원들 역량강화로 전문적이고 책임지는 상담을 부탁합니다	1
포인트 적립율이 많으 묜 좋겟오요	3
상담원 연결 통화에 좀더 빠른 시간에	2
매우 만족스러움	16
현재로 만족	16
운전 중엔 디지털 ARS가 너무 불편한 데 빠르게 일반 문의로 전환되었으면 합니다	9
5번 문항 해당하는 답이 없음 그냥 안 넘어가서 고르고 고른 답 내가 찾는 문항 없음	1
상담 사까지 연결 시간이 길어요	2
일전에 전화상담했던 내용 해외카드 승인 건 을 전달시켜 놓는다고[SEP]어떤 상담원일지 모르니 메모 달아 놓는다 하셨나[SEP]해 놓고 다시 상담 요청했는데 전혀 그런 전달사항 못 받았다고[SEP]함 전혀 업무 이해도 안 된 상태의 사람에게 다시 처음부터 설명하고 해당 상담 사도 괜히 불쾌 해하는 게 느껴졌음	1
너무 친절	1
친절한 상담 감사 합니다	1
가능한 기다리는 시간이 조금 빠른 통화만 가능하면 좋겠읍니다	2
천천히 쉽게 이해하도록 설명 바랍니다[SEP]무	1
화면으로 하는 상담을 원하지 않을 경우가 있는데 처음부터 그 롯데 진행하는 멘트를 보내지 않고 고객이 선택할 수 있도록 안내 했으면 좋겠습니다	9
전화 연결 좀 빨리됬었습합니다	2
너무 친절 하심요	1
통화 대기 시간이 너무 오래 걸려요	2
내력서를 미리 보내[SEP]주시면 감사 하겠습니다	6
마켓팅 전화 어지간히 와야지[SEP]하루에도 몇 번이나 오고 카드 취소 할 뻔 직업도 삼교 대라 안 그랴도 못 자는데 화가 너무 남	13
대체로 만족해서 없습니다	16
뭔 가를 설명할 때 말을 빨리 하는 분이 있는데 여기에 더해 전문용어 까지 사용 정말 무슨 말 하는지 알 수가 없습니다	1
신속	16
나이 든 사람에게는 조금만 천천히 말씀해 주시면 감사하겠습니다	1
상담전화 후 통화 대기 시간이 길다 불편함	2
너무 친절한 상담 이었어요	1
만족 합니다	16
신속하고 친절한 상담 고맙습니다	1
친절한 설명과 처리 감사합니다	1
빠른 처리 친절한 상담 감사합니다	1
사용실적에 따라서 연회비 제외 됐으면 좋겠습니다	6
디지털 ARS로 연결되는 게 불편할 때도 있음	9
친절한 말씨가 필요합니다	1
인터넷 상거래 업체가 끼어 있어서 일을 해결해 줄 수가 없다고 하네요[SEP]삼성카드 오래 썼는데 이제 이용안할랍니다	9
늘 수고 많으십니다	16
시간 절약 할 수 있게 빨리 연결이 되면 좋지요	2
연결이 빨리빨리 댔으면 함	2
대기 시간이 너무 깁니다	2
친절한 답변감사했습니다	1
친절한 상담 감사합니다	1
대기 시간 줄면 좋을 거 같아요	2
연결이 타사대비 빠르다	2
카드 명세서 카드 별로 분리해 주세요	6
없음 대체 롱 산 족함	16
청구서 가 너무 늦도 착	6
친절하게 답해 줘서 감사합니다	1
상담 직원이 친절함	1
없읍니다[SEP]매우 만족합니다	16
유 플러스 통신사는 매우 친절함 통화하고 나면 기분이 좋아집니다	16
다른 카드회사보다 통화 연결이 빨라서 좋음	2
ars 이용 시 대기 시간이 짧았으면 좋게 습니다	2
수고하세요	16
대제로 만족합니다	16
상담 친절	1
처음부터 바로 화면 상단을 터 치하라는 음성이 나오는데 조금 불편하다	9
너무 친절 하여 습니다	1
만족해요	16
전화 대기 시간이 너무 길다	2
전혀 도움 안됨	16
의견 없음 매우 만족함	16
대체로 만족했습니다	16
대기 시간 짧게	2
Ars 기다리는 시간이 너무 길다	2
무이자 혜택 아주 요긴하게 잘 쓰고 있습니다	3
ARS 음성보다 우리 같은 사람은 상담원과 직접 통화해서 업무를 볼 수 있도록 해 주세요	9
광고를 상담 사가 인지를 못하고 있음	1
5번 사항에 있는 어려운 전문용어사용 가끔 목소리소리가 작아 밖에서는 안 들려요	1
보이는 서비스 안내 좀 그만 했으면	9
친절하시고 만족합니다	1
통화 대기 시간이 너무 오래 걸림	2
삼성카드 와 관련한 보험 상품 전화가 진짜로 짜증날 정도로 많이 오는데 보험전화 좀 안할 수는 없는 건지 유	13
친절하게 엄 무 처리 신속하게 해 주었습니다	1
항상 고생하십니다[SEP]수고하세요	16
ARS 통화 대기 시간이 많이 소요됨	2
감사합니다[SEP]감사합니다[SEP]감사합니다	16
정확한 답변을 못함	1
기다리는 시간 많다	2
홈페이지 앱 ARS 너무 불편해서 싫음	9
디지털 ARS 너무 불편합니다[SEP]없으면 좋겠다	9
앱카드에 분실카드 삭 재가 교통카드 때문에 사용이 않되서 문의하니 어 플 삭 재 분실시 원래 그렇다는 답변 교통카드를 해지할 거냐고 말이 안통하는 거 같아 통화 끊고챗봇에게 물어보고 바로 삭 재	1
만족했습니다	16
상 다원 연결이 어렸음 니다	2
변동사항은 자세히 알 수 있게 설명해 주시길 부탁 드립니다[SEP]사용내역은 중요 합니댜 현	1
고객이 묻지 않도록 한번에 답변 할 수 있도록 교육 필요	1
너무 너무 친절해요 감사합니다	1
고객이 궁금해하는 부분에 대하여 상세한 설명이 이루어지기를 바랍니다[SEP]메뉴 얼대로 하는 답변은 만족도가 떨어집니다	1
친절하고 정확한 상담 해 주셔서 감사했습니다	1
상담 대기 시간 즉시 연결	2
친절하세요	1
많은 사람들을 상대해서 상담 사들이 지쳐서 그런지 상담 받고도 뒤끝이 상쾌하다는 기분이 안 들음	1
상담전화를 하면 디지털 ARS로 연결되는데 상당히 불편합니다	9
바쁘더라도 좀더 친절한 말투로 응대바람	1
무더위 수고 많으십니다	16
상담 시 대기 시간이 너무 길다	2
상담원 통화 대기 시간 단축요	2
상담원과 빠른 연결 통화	2
친절하고 빠르고 좋아요	1
상담원은 친절합니다	1
친절한 상담에 감사 드립니다	1
친절상담감사하네요	1
직원들에게 기초적인 발성볍교육을 시켜 표준어를 정확하게 발음하는 훈련을 시켰으면 합니다	1
상담 직원이 매우 친절하다	1
그 져 모든 게 만족합니다	16
업무 안내 이해가 어려운 부분이 있음	1
친절해서 감사감사	1
수고하셨습니다	16
언제부터인가 말 끊고 재촉하는 상담원들 많아서 문의하는데 기분이 나빠짐	1
대기 없이 바로 연결	2
친절한 상담원에 매우 만족합니다	1
카드 포인트 혜택 많이 주세요	3
친절하고 빨리 처리해 줌	1
상담원 연결 대기 시간이 길다	2
친절하고 빠르게 응대해 주셔서 감사합니다	1
말이 너무 빠릅니다	1
상담원께서 지식이 뷰 족함	1
무이자 할부를 할 수 있어서 너무 고맙네요	3
언제나 화 이 팅 입니다	16
기본으로 안내되는 보이는 ARS 항목이 별로 도움 안되는 거 같아요	9
상담원 연결이 어려워요[SEP]10번 이상 시도 해야 함	2
무이자행사 많이 해 주세요	3
위에 4 5 번 문항 불편한 점 없는데 하나라도 체크해야 하면 해당 없음 란을 만들어 주세요	1
결제대금 즉시 결제가 되면 좋을 거 같아요	6
너무 친절한 답변 처리에 감사 드립니다	1
전화 연결이 빨리 진행되었으면 합니다	2
현재상태면 만족합니다	16
말이 너무 빠르고 내용 이해가 쉽지 않다	1
늘 만족합니다	16
상담원님의 친절한 안내와 상품 안내에 감사합니다	1
삼성카드 서비스 정말 번거롭고 최악이네요	15
너무 친절하십니다	1
친절한 응대 감사 드립니다	1
화면 보면서 ARS는 너무 불편 해요 빠른 상담원 연결 코드가 있으면 좋겠어요	9
만족하게 사용하고 있습니다	15
삼성카드 소지자에 대해서는 연회비 무료로 해 주세요	6
귀찮아 하는 것 같은 답변	1
통화가 비교적 어렵다	2
만족함	16
지금처럼만 하시면 만족합니다	16
항상 고맙습니다	16
좀더 친절하게 답변햇으면 좋겟어요	1
전화 연결이 대체적으로 대기 시간이 짧으면 좋겠습니다	2
너무 친절하세요	1
통화 대기 시간이 너무 길어요	2
홈페이지에서 관련 내용 찾는 게 너무 힘 듬	9
친절	1
자세하고 친절하게 응대해 주셔서 감사해요	1
카드이용 내역 1년 넘은 부분을 앱에서도 확인할 수 있었음 좋겠습니다	9
타 카드사는 잘 쓰고 이용하면 한도 상향을 조금씩 해 주는 부분이 유용하고 친근감이 느껴졌습니다	16
친절한 설명으로 만족합니다	1
분실신고하고 발급 받을려고 하는데 2 시간이 걸리냐[SEP]야간 자동응답만 돌리고 젓 같데[SEP]욕하지 말라고[SEP]하지 말고 시스템이나 똑바로 해 라 개 씨발	9
통상적인 응대 너무 짜증납니다	1
상담원도 공부를 해야 할 듯합니다	1
없음 만족함	16
필요도 관심도 없는 보험 좀 그만	13
감사감사	16
연결과 동시에 화면 터치로 이동되어 불편함 음성으로 선택 후 화면 선택으로 이동하게 하여 주셨음 삽니다	9
타사 대비 삼성카드는 불편하고 불만족으로 실망입니다	15
디지털 전화가 어색해서 안 쓰고 싶습니다	9
없습니다[SEP]항상 감사합니다	16
친절하게 상담해 주셨어요[SEP]감사합니다	1
복지 포인트사용이 너무 어려워요	11
4 5번 같은 경우엔 해당되는 답이 없는데도 불구하고 답을 체크해야 되네요	1
삼성카드 행사에 대해 내용을 모름	1
포인트가 없음	3
어떤 용어는 이해가 힘들어 쉬운 용어로	1
화면이동이라 나이 든 사람은 어려워요	9
Ars 음성보다 상담 사분 연결이 시급할 경우 바로 될 수 있게 메뉴가 있음 좋겠습니다	9
연회비 면제 혜택을 주셨어요	6
상담 직원 매우 친절하고 만족스럽습니다[SEP]없읍니다	1
통화 연결까지 대기 시간이 오래 걸리지 않도록 바람	2
신속하게 친절하게 상담해 주셔서 감사합니다	1
너무 친절한 상담 감사 드립니다	1
통화 대기 시간 너무 길다고[SEP]느낌 다른 회사보다는	2
문의사항에 대해 정확한 안내 답변이 중요	1
전화 걸기가 너무 힘들다	2
행사기간이 끝나면 무이자 할부가 왜 안되나요	3
친절하셔서 만족합니다	1
친절한 응대 상담	1
해당 사항 이외에 제의하는 것이 쓸데없이 많음 거 절하기 불편할 정도로	1
늘 친절해서 좋아요	1
어떠한 경우라도 상담원의 가장 큰 중점은 친절한 답변 짧은 대기 시간이 중요한 것 같습니다	1
직원 응대 친절함	1
답변 내용이 늘 한결 같이 형식적임	1
방금 상담해 주신 상담 사분 너무 친절하셔서 기분 좋은 상담이었어요[SEP]감사합니다	1
친절함 감사 드립니다	1
만족합니다	16
홈 페 지 엡을 사용 불편하여 상담합니다	9
친절한 상담으로 기분이 좋았습니다	1
상담 사와 통화하기가 시간이 너무 기네요	2
디지털 응대에 익숙하지 않아서 인지 상담원 연결을 하고 싶은데 어디서 찾아 들어가야는 지 루트를 찾지 못해서 힘들 때가 있어요	9
고객센터 전화 걸면 바로 전화 ars로 넘어갔으면 좋겠어요[SEP]카톡으로 유알엘 주소 보내지 말구요	9
개인신용정보에 신경 쓰셔서 광고 성 안내문 수취 안 되록 부탁합니다	13
빨리만 처리하려고 바르게 말하지 말고 나이 든 사람에게는 쉬운 말로 천천히 이해하게 해 주시면 좋겠읍니다	1
카드 혜택에 대한 부분은 고객들이 잘 모르는 부분이 많으니 보다 더 적극적으로 안내해 주셧으면 합니다	1
연회비 없는 카드도 생겼으면 합니다	6
친절상담으로 기분 좋아요	1
보이는 ars는 불편합니다	9
상담 사들 친절 감사합니다[SEP]OOO 님 극찬합니다	1
상담 스킬 빵점 입니다[SEP]제대로 교육 받고 하셔야 합니다	1
친절 하심	1
복지 몰에서 반품 접수 후 일주일 넘게 상품 회수가 되지 않아 문의 드린 건이였는데요 상담 사님 화면에선 어떤 상품이 반품 접수된 건지 확인이 안된다고 하시네요[SEP]이건 시스템적으로 개선시킬 부분 같습니다	11
출금되면 바로 사용 되야는 데 그렇지 못합니다[SEP]시정해 주시 길	6
매우 친절하게 응대해 주셨어 그저 감사합니다	1
없슴 만족함	16
ARS 맨트가 너무 길다 상담원통화가 너무 어렵다	2
기계처럼 혼자서 중얼 거리는 것 처럼 느껴져서 이번 상담이 너무 불편했음	1
상담 직원의 친절에 감사 드립니다	1
전화 통화 연결이 많이 단축되기 바란다	2
친절한	1
빨리 통화하고 십었요	2
전화 통화 대기 시간이 빨랐으면 좋겠습니다	2
상담할 때마다 친절하게 정확하게 해 주셔서 감사합니다	1
친절하게 상담하십니다	1
타 카드사에 비해서 전회 연결이 빠르게 연결됨 아주 좋음	2
정부 재난 지원금 받을 수 있게 방법을 알려주시면 고맙겠읍니다[SEP]방법을 잘 몰라 어떻게 하면 되는지요	8
대기 시간 짧아서 좋습니다	2
친절한 상담 감사 드립니다	1
지금도 만족합니다	16
상담 대기 시간이 너무 길어요	2
ARS 대기 중 안내 멘트가 너무 너무너무 깁니다	9
엘지유 플러스 직원의 친절함 적극성	16
년 회비 넘 비 싸요	6
친절하고 정확한 설명 감사합니다	1
늘 친절하게 상담해 주셔서 감사합니다	1
기다리는 시간 너무 길지 안게 해 주면 좋겠습니다	2
친절했으면 좋겠다	1
신한 카드는 상담 사 연결시간은 짧아서 좋았습니다[SEP]반면 삼성카드는 넘기네요	2
상담 감사합니다	16
넘친 절해요	1
너무 친절하게 잘 설명해 주셨음	1
설명을 제대로 해 주지 않아서 일이 꼬였음	1
친절한 상담 감사합니다[SEP]건강하세요	1
상담 직원 친절했습니다	1
더운 날씨에 고생이 많습니다[SEP]늘 건강하시고 수고 하세요 감사합니다	16
저는 VIP 고객이 아니어서 경험을 못 해보았지만 일반고객 군들도 성의 있는 답변과 관심을 가져 주었으면 합니다[SEP]항상 형식적인 답변만 함	1
전화 연결시 대기 시간이 너무 길어요	2
너무 친절하게 잘 안내해 주셨어요[SEP]감사합니다	1
삼성카드 회사라고 카드 이 왜 에 보험같은것은 오지 않게 해 주세요	13
설명을 이해 못해서 재차 질문 시 형식적인 답변 및 고객을 이해시키려 하지 않음	1
현재도 아주 좋습니다	16
오늘은 기다리는 시간이 짧아 좋았습니다	2
만족해서 없습니다	16
항상 친절한 응대 감사 드립니다	1
상담 직원 연결을 왜 이렇게 꽁꽁 숨겨 놨나요[SEP]정말 불편합니다	9
아주 만족합니다[SEP]지금 이대로 하시면 됨	16
친절하고 신속하고 예쁘게 해 주었다	1
OOO 상담원 분 너무 친절한 응대에 감사 드립니다	1
늘 친절하게 상담해 주시어 감사합니다	1
감사합니다[SEP]수고 하세요 아프지 마세요	16
카드 사용 내역서 제때 제때 송부 부탁	6
너무 친절합니다	1
대체적으로 만족합니다	16
교환 환불이 앱으로 잘 안 되 서 불편합니다	9
방금 상담 받은 직원 분 친절하지 않았습니다[SEP]좀 짜증이 느껴졌어요	1
취득세 납부 때문에 한도 상향 문의 함 세금 고지서가 있어야 한다고 함 취득세는 당일 날 고지서가 나옴 안된다고 계속 원론적 답변	1
매우 만족함	16
친절하시네요	1
수고 많으세요	16
조금 천천히 말해 주심 감사해요	1
모두 잘하고 계십니다	16
대기가 짧았으면요	2
통화하기가 어렵다	2
수고 많으십니다	16
보이는 ARS 원치 않는데 처음부터 나롸서 별로 입니다	9
항상 친절하셔서 감사합니다	1
연결 전 멘트가 넘길 어요	9
상담 사 본인도 모르는데 당연히 되는 것처럼 설명하고 이상 없이 카드 발급 된다고 하면 고객은 그것만 믿고 결과적으로 고객만 여기저기통화에 시간 낭비에 고객 우롱하는 것도 아니고 모르면 더 배우고 업무를 하던 장난하는 것도 아니고 이런 업무태도에 삼성에서 살걸[SEP]LG 가서 사고 싶을 정도로 짜증나네요	1
연해 비가 너무 비싸다	6
상 당원 연결이 빨라 졌으면 합니다	2
상담원문제해결능력이 떨어지는 경우가 너무 많음	1
매우 친절해서 감사합니다	1
친절상담 늘 잘 받고 있습니다	1
디지털 ars 너무 불편해요어플로 확인 안되는 부분이 있어서 상담 사 연결 시도하는 건데 디지털 ars 화면 어플과 다를 게 없습니다	9
대금 청구서 가 결재 일 전에 도착 될 수 있게 송 부해 주세요	6
만족합니다[SEP]만족합니다	16
만족하고 있습니다	16
상담하기까지 시간이 많이 걸려 불편하다	2
저로서는 현 상태에 아주 만족합니다	16
말을 약간 천천히 해 주셔 으면 해요	1
다른 상담 사 연결시간보다 짧아서 좋았어요	2
대기 시간이 조금 더짧 앗으면 좋겠습니다	2
너무 친절 하세요 신속하게 처리해 주셧어요[SEP]감사합니다	1
연회비 없는 카드는 왜 없나요	6
상담 연 겔 바로 되어서 마 우 만족	2
수고 하세요 감사	16
고마워요	16
상담원이 친절하게 답변해 줘서 만족합니다	1
친절한 응 다	1
골드회원은 ars 빨리 연결	2
상담원과의 연결 시간이 비교적 짧아서 좋았어요	2
가장 좋은 카드회사입니다	15
상담원 친절에 너무 만족했다	1
연회비나 감면해 주면 좋겠습니다	6
최고의 서비스로 만족합니다	16
친절하게 빠른 응대 감사 드려요	1
친절하게 상담해 주셔 감사합니다	1
ARS 종류 선택 단계에서 보이는 ARS 왜 버튼식 ARS의 키를 분리해서 기다리지 않고 처음부터 선택이 가능하면 좋겠습니다	9
통화하기가 너무 힘들어요	2
상담 직원 분이 정말 친절하셔서 좋았습니다	1
무엇이든 만족합니다	16
문의 내용에 대해 확실한 답변이 몇 가지는 아직 의문이 들고 문의 내역이 이해가 안 가 답답한 마음은 알겠지만 되 질문 해서 문의 내역이 무엇인지 잘 파악하여 답변해 주셨으면 좋겠고 더 문의사항이 있는지 묻기는커녕 급히 전화 종료 하고픈 마음이 큰 거 같아 기분이 상했습니다	1
상담 사가 불친절해서 불쾌했습니다	1
정보 확인하고 답변 하시길 바랍니다	1
상담 직원 친절해서 매우 좋았습니다	1
연 회비가 너무 높습니다	6
친절한 응대 감사합니다	1
상담원의 친절한 상담으로 매우 만족하였으며 고맙고 감사하였습니다	1
나이 든 사람에게는 조금 크게 조금 천천히 답변해 주시면 감사하겠어요	1
상담원 분이 너무 친절하셔서 기분 좋게 일 봤어요[SEP]감사합니다	1
친절하고 응대 잘하셨습니다	1
매우 친절함 감사합니다	1
코로나에도 수고 감사합니다	16
Ars 연결하면 디지털로 넘어가 상담원연결이어려웠다	9
친절상담 감사합니다	1
너무 감사합니다[SEP]친절하셨어용	1
고객센터 전화상담을 원하는데 디지탈로만 안내되고 ARS 안내를 받기가 힘들어요[SEP]전화 시 빠른 상담원 연결을 원합니다	9
너무 친절해서 감사했습니다	1
오늘 결제 헸는데 네 일까지 카드 못 쓴다는 게 말이 뎁니까요[SEP]어이가 없네요[SEP]돈은 뻬가면서 한도는 네 일 올린다는 게 참 어이가 없네요	6
친절했음	1
친절한 응대에 감사 드립니다	1
수고 많습니다[SEP]감사합니다	16
고객의 심리적 말 듯을 잘 해해 줬으면 합니다	1
보이는 화면	0
상담원과 통화 대기 시간이 너무 길어요	2
앱 보기 사용하기 불편합니다	9
휴대폰으로 상담원 연결이 넘 어렵습니다	9
매우 만족합니다	16
통화 대기 시간 없으면 또는 짧으면 편하겠다	2
상담자 목소리가 긴장 화나 있는 듯 되어 있는 느낌입니다	1
타사는 상담 시까지 거치는 단계가 많아 불편했는데 삼성카드는 요약해서 빨리 연결되어 어 대기 시간 짧아 좋네[SEP]라고 혼자 말했어요	2
말투가 톡톡 쏘는데 여러 사람 상대로 고생하는 건 알겟는데 하는 일이고 조금만 더 친절햇으면 하네요[SEP]반대로 저도 막할 수 잇어요[SEP]그러면 기분 좋으시겠어요	1
ARS 단계를 좀더 간단하게 해 주세요	9
상담원님이 친절하고 빠르게 처리해 주셨습니다	1
친절하게 잘 응대해 줌	1
신속 정확이 필요합니다	1
상담 사에 대한 설문조사가 더 나은 서비스 차원이라고 하지만 상담 사 입장에서 본다면 감시당하는 느낌이 들 것 같아서 인권침해라는 생각이 듭니다[SEP]설문에 참여하는 마음이 좀 불편합니다	1
Ars 연결이 넘 복잡합니다[SEP]보이는 써비스 선택하지 않고 ars 상담원 연결 선택시 한참 헤 멨슴 좀 더 쉽고 편하게 접근할 수 있도록 해 주시면 좋겠습니다[SEP]감사합니다	9
만족도 조사를 전화를 끊은 직후가 아니라 문제가 해결된 후에 하는 것이 맞다고[SEP]생각합니다[SEP]혹은 두 번을 해도 좋습니다	1
짧은 대기 시간	2
나이든 분들을 위한 바로 서비스를 요청합니다[SEP]번호 많이 누르지 않게요	9
친절했네요	1
상담 대기 시간이 너무 길어요	2
상담원과의 연결 시간이 너무 길어요	2
상담 시 친절하신 안내에 감사 드립니다	1
디지털 화면이라 상담 사 연결이 불편 무제한 요금 제가 아니다 보니 통화 대기 시간 잊길 어 지면 전화요금이 과다 발생	9
수고 많으세요	16
상담원과 통화가 너무 어렵다	2
일단 전화한 고객들의 상담 내용에 고객이 오인 지하고 있다는 생각을 느낄 수 있는 응대 대답만 들어도 대략 느낌으로 알 수 있고 조금은 불쾌할 때가 있다	1
다른 카드사는 몰라서 물어보면 두 번 묻든 세 번 묻든 좀더 이해하기 쉽게 설명을 해 주지 그것도 못 알아듣냐[SEP]는 식의 귀찮은 듯한 뉘앙스 풍겨 가며 응대하진 않습니다[SEP]대답은 잘하지만 대화내용에서 처음과 다른 목소리 톤 말투 진짜 별로 네 요	1
삼성은 서비스는 최고입니다	15
포인트 적립 많이 되게 해 주세요	3
힘들지만 조금 더 친절하게 설명을 해 주었으면 합니다	1
1588 8700 전화해서 바로 상담원과 연결해서 옵무처리를 하고자 하였으나 보이는 화면에서 상담원 연결이 없어서 4번이나 재통화를 하였고 마지막에 아무버턴이나 눌러서 상담원을 연결할 수 있었는데 굉장히 짜증났어요[SEP]무조건 적인 상담원 연결을 막기 위한 조치로 그렇게 하였겠지만 고객은 짜증으로 스트레스 팍팍 빠른 조치 개선 가 필요해 보입니다	9
항상 만족했습니다	16
통화 대기 빨라 스면 좋아요	2
대기 시간이 좀 길어서 불편합니다	2
홈페이지나 앱으로 해결하고 싶은데 알고 싶은 게 해결 못해서 전화 직접해야 아니까 불편합니다	9
상담원이 친절하셔서 매우 만족합니다	1
잘 사용하고 있으며 매우 만족합니다	15
친절한 상담원입니다	1
탈퇴하는데 시간이 넘 길다	5
직접 상담 원가 연결을 원합니다[SEP]앱으로는 너무 불편 합니다	9
5번 문항 해당하는 게 없는데 체크 안 하면 설문조사가 안 넘어가네요[SEP]상담 전체적으로 충분히 만족하는데 말이죠[SEP]어쩔 수 없이 체크합니다	1
무슨 말인지 이해를 못하겠다고[SEP]했더니 뭘 이해를 못하겠냐고 하고 짜증 섞인 목소리로 상담함 상담원 본인은 잘 아는 쉬운 내용이어도 듣는 입장에서는 모를 수 있다는 것을 생각하며 상담하기 바람	1
년 령 별로 응대해 주어 나이 드신 분들께는 좀 천천히 해 주셨음 합니다	1
상담하는 사원이 업무내용에 대해서 완전히 숙지를 한 다음에 상담에 임했으면 합니다	1
안내시 조금만 천천히 말씀해 주셨으면 합니다	1
개 불친절	1
감사합니다[SEP]5번 질문은 항목 체크해야 해서 어쩔 수 없이 체크했어요[SEP]무시 하세요 코로나 조심하시구요	1
항상 친절하고 정확하게 상담 해 주셔서 감사합니다	1
삼성카드의 상담원 대기 시간이 거의 없거나 짧아서 매우 만족합니다	2
ARS 자동응답기능 아직 불편함	9
상담원 말부터 가르치세요[SEP]신분증을 소지하고 있으신 가요라고 상담원이 했는데 이게 무슨 말입니까[SEP]1 신분증 가지고 계십니까[SEP]2 신분증 소지하고 계십니까[SEP]이 렇 개 간단하고 정확하게 이야기하면 될 것을 길게 그리고 정확하지도 않은 높임말을 주절거리니 알아 들을 수가 있어야지요[SEP]그리고 정확한 우리말을 지적했으면 바로 사과하면 될 일을 말꼬리가 남는 게 아쉬웠습니다[SEP]상담원 입사하면 간단한 우리말부터 가르치세요	1
구세 대기 땜에 상담원 연결을 선호합니다[SEP]그때마다 대기 시간이 부담스럽습니다	2
상담 사 연결까지 넘 시간이 걸려요	2
연회비가 가격이 비싸서 쓰기가 부담스럽습니다	6
중요시 추가한도 상향	7
대기 시간이 길어요	2
무이자 할부 혜택이 더 많았으면 좋겟습니다	3
저는 앱 이용 혜택이 복잡해 이용을 잘 못합니다[SEP]좀 간편 해졌으면 합니다	9
OOO 상담원의 불친절은 교육이 됐는지요	1
보이는 화면을 통해 화면을 누를 때 다소 헷갈려요[SEP]글 씨가 너무 많고 작아서 더 간결하면 좋을 것 같아요	9
사용 내역 말일 전에 송부 요망 월 회비가 비 싸다	6
목소리와 말 튜가 친절합니다	1
빨리 끊으려고 하는 느낌	1
코로나 시대에 친절하게 상담해 주셔서 감사합니다	1
수고 하 셯 습니다	16
너무 친절하셨다	1
상담 사 연결이 어려운 점 오늘은 빨리 연결되긴 했지만요 예전처럼 0번 누르면 바로 상 단사 연결되면 좋겠어요	9
수고 하십시요	16
상담원 연결까지 안내가 너무 복잡합니다[SEP]디지털서비스는 불편하구요	9
홈페이지에서 처리되길 희망합니다	9
상담 사님 친절하세요	1
친절한 응대 감사합니다	1
보는 ars 상담은 불편함 상담원 전화가 편함	9
상담 사 연결까지 대기 시간이 짧아서 좋았습니다	2
모두 만족합니다	16
직원 분이 너무 친절 하십니다[SEP]너무 감사하게도	1
친절해서 만족합니다	1
친절한 답변에 감사해요	1
매우 잘하고 계심	16
수고 맗으세요	16
항상 수고가 많으십니다	16
친절하게 해 주어서 감사합니다	1
친절하게 상담해 주셔서 감사합니다	1
홈페이지는 더 어려워서 불편	9
삼성카드는 정말 까다롭다 삼성카드는 이제 안녕 다 런 카드로 갈아타야 할 듯	15
친절한 응대 감사 드려요	1
연회비가 너무 비싸	6
감사합니다[SEP]수고하세요	16
아주 만족했읍니다	16
